id_id,id_n_id,id_time,id_meter_id,id_stand_energy_kirim,id_v1,id_v2,id_v3,id_i1,id_i2,id_i3,id_frequency,id_power_factor,id_create_date,updated_at,created_at,reactive_energy_import,reactive_energy_export,apparent_energy_import,id_stand_energy_kirim,id_stand_energy_kirim_status,id_v1,id_v1_status,id_v2,id_v2_status,id_v3,id_v3_status,id_i1,id_i1_status,id_i2,id_i2_status,id_i3,id_i3_status,id_frequency,id_frequency_status,id_power_factor,id_power_factor_status,reactive_energy_import,reactive_energy_import_status,reactive_energy_export,reactive_energy_export_status,apparent_energy_import,apparent_energy_import_status,rssi,rssi_status
609718.0,26.0,2024-01-02 06:30:00,OPMC_SDP_L2,23798500.0,225.0,225.0,227.0,1.0,2.0,1.0,49.97,0.9041,2024-01-02 06:31:04.000,2024-01-02 06:31:04.000,2024-01-02 06:31:04.000,1434373.0,3994603.0,27120463.0,23798500.0,original,225.0,original,225.0,original,227.0,original,1.0,original,2.0,original,1.0,original,49.97,original,0.9041,original,1434373.0,original,3994603.0,original,27120463.0,original,-119.0,original
609798.0,26.0,2024-01-02 07:00:00,OPMC_SDP_L2,23803700.0,224.0,225.0,226.0,1.0,2.0,2.0,49.99,0.9204,2024-01-02 07:00:18.000,2024-01-02 07:00:18.000,2024-01-02 07:00:18.000,1434490.0,3995370.0,27126133.0,23803700.0,original,224.0,original,225.0,original,226.0,original,1.0,original,2.0,original,2.0,original,49.99,original,0.9204,original,1434490.0,original,3995370.0,original,27126133.0,original,-118.0,original
609865.0,26.0,2024-01-02 07:30:00,OPMC_SDP_L2,23809200.0,224.0,225.0,227.0,3.0,2.0,1.0,49.99,0.909,2024-01-02 07:30:08.000,2024-01-02 07:30:08.000,2024-01-02 07:30:08.000,1434564.0,3996201.0,27132071.0,23809200.0,original,224.0,original,225.0,original,227.0,original,3.0,original,2.0,original,1.0,original,49.99,original,0.909,original,1434564.0,original,3996201.0,original,27132071.0,original,-117.0,original
609953.0,26.0,2024-01-02 08:00:00,OPMC_SDP_L2,23813800.0,225.0,225.0,227.0,1.0,2.0,1.0,49.99,0.8911999999999999,2024-01-02 08:00:22.000,2024-01-02 08:00:22.000,2024-01-02 08:00:22.000,1434648.0,3997295.0,27137256.0,23813800.0,original,225.0,original,225.0,original,227.0,original,1.0,original,2.0,original,1.0,original,49.99,original,0.8911999999999999,original,1434648.0,original,3997295.0,original,27137256.0,original,-120.0,original
610016.0,26.0,2024-01-02 08:30:00,OPMC_SDP_L2,23821900.0,226.0,225.0,228.0,1.0,6.0,1.0,50.0,0.8992999999999999,2024-01-02 08:30:12.000,2024-01-02 08:30:12.000,2024-01-02 08:30:12.000,1434756.0,3998499.0,27146237.0,23821900.0,original,226.0,original,225.0,original,228.0,original,1.0,original,6.0,original,1.0,original,50.0,original,0.8992999999999999,original,1434756.0,original,3998499.0,original,27146237.0,original,-119.0,original
610094.0,26.0,2024-01-02 09:00:00,OPMC_SDP_L2,23831100.0,224.0,223.0,227.0,1.0,6.0,2.0,50.03,0.8984,2024-01-02 09:00:17.000,2024-01-02 09:00:17.000,2024-01-02 09:00:17.000,1434823.0,3999486.0,27156262.0,23831100.0,original,224.0,original,223.0,original,227.0,original,1.0,original,6.0,original,2.0,original,50.03,original,0.8984,original,1434823.0,original,3999486.0,original,27156262.0,original,-102.0,original
610175.0,26.0,2024-01-02 09:30:00,OPMC_SDP_L2,23840200.0,224.0,223.0,227.0,1.0,6.0,2.0,49.98,0.8723,2024-01-02 09:30:21.000,2024-01-02 09:30:21.000,2024-01-02 09:30:21.000,1434886.0,4001197.0,27166394.0,23840200.0,original,224.0,original,223.0,original,227.0,original,1.0,original,6.0,original,2.0,original,49.98,original,0.8723,original,1434886.0,original,4001197.0,original,27166394.0,original,-118.0,original
610269.0,26.0,2024-01-02 10:00:00,OPMC_SDP_L2,23852900.0,223.0,222.0,225.0,1.0,6.0,2.0,50.01,0.8811999999999999,2024-01-02 10:10:13.000,2024-01-02 10:10:13.000,2024-01-02 10:10:13.000,1434961.0,4003152.0,27180641.0,23852900.0,original,223.0,original,222.0,original,225.0,original,1.0,original,6.0,original,2.0,original,50.01,original,0.8811999999999999,original,1434961.0,original,4003152.0,original,27180641.0,original,-102.0,original
610355.0,26.0,2024-01-02 10:30:00,OPMC_SDP_L2,23863300.0,224.0,223.0,227.0,3.0,6.0,2.0,50.04,0.8986999999999999,2024-01-02 10:40:29.000,2024-01-02 10:40:29.000,2024-01-02 10:40:29.000,1435023.0,4004177.0,27192091.0,23863300.0,original,224.0,original,223.0,original,227.0,original,3.0,original,6.0,original,2.0,original,50.04,original,0.8986999999999999,original,1435023.0,original,4004177.0,original,27192091.0,original,-115.0,original
610408.0,26.0,2024-01-02 11:00:00,OPMC_SDP_L2,23869500.0,225.0,224.0,228.0,1.0,6.0,2.0,50.01,0.8689999999999999,2024-01-02 11:00:30.000,2024-01-02 11:00:30.000,2024-01-02 11:00:30.000,1435067.0,4005452.0,27199152.0,23869500.0,original,225.0,original,224.0,original,228.0,original,1.0,original,6.0,original,2.0,original,50.01,original,0.8689999999999999,original,1435067.0,original,4005452.0,original,27199152.0,original,-105.0,original
